cve_id,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2004-2693,11/10/2017 01:29,31/12/2004 05:00,7.2,264, Permissions Privileges and Access Controls,"HP-UX B.11.00 and B.11.11 with B6848AB GTK+ Support Libraries installed uses insecure directory permissions, which allows local users to gain privileges via files in /opt/gnome/src/GLib/.",NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2004-2719,11/10/2017 01:29,31/12/2004 05:00,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the UrlToLocal function in PunyLib.dll of Foxmail 5.0.300 allows remote attackers to execute arbitrary code via a mail message with a long From field, a different issue than CVE-2005-0339.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0103,11/10/2017 01:29,24/01/2005 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in webmail.php in SquirrelMail before 1.4.4 allows remote attackers to execute arbitrary PHP code by modifying a URL parameter to reference a URL on a remote web server that contains the code.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0177,11/10/2017 01:29,07/03/2005 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"nls_ascii.c in Linux before 2.6.8.1 uses an incorrect table size, which allows attackers to cause a denial of service (kernel crash) via a buffer overflow.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2005-0197,11/10/2017 01:29,02/05/2005 04:00,6.1,16, Configuration,"Cisco IOS 12.1T, 12.2, 12.2T, 12.3 and 12.3T, with Multi Protocol Label Switching (MPLS) installed but disabled, allows remote attackers to cause a denial of service (device reload) via a crafted packet sent to the disabled interface.",NONE,LOW,ADJACENT_NETWORK,COMPLETE,NONE,NONE
CVE-2005-0209,11/10/2017 01:29,02/05/2005 04:00,7.8,20, Improper Input Validation,Netfilter in Linux kernel 2.6.8.1 allows remote attackers to cause a denial of service (kernel crash) via crafted IP packet fragments.,NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2005-0210,11/10/2017 01:29,02/05/2005 04:00,4.9,399, Resource Management Errors,"Netfilter in the Linux kernel 2.6.8.1 allows local users to cause a denial of service (memory consumption) via certain packet fragments that are reassembled twice, which causes a data structure to be allocated twice.",NONE,LOW,LOCAL,COMPLETE,NONE,NONE
CVE-2005-0227,11/10/2017 01:29,02/05/2005 04:00,4.3,94, Improper Control of Generation of Code ('Code Injection'),"PostgreSQL (pgsql) 7.4.x, 7.2.x, and other versions allows local users to load arbitrary shared libraries and execute code via the LOAD extension.",SINGLE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0244,11/10/2017 01:29,02/05/2005 04:00,6.5,264, Permissions Privileges and Access Controls,PostgreSQL 8.0.0 and earlier allows local users to bypass the EXECUTE permission check for functions by using the CREATE AGGREGATE command.,SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0247,11/10/2017 01:29,02/05/2005 04:00,6.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple buffer overflows in gram.y for PostgreSQL 8.0.1 and earlier may allow attackers to execute arbitrary code via (1) a large number of variables in a SQL statement being handled by the read_sql_construct function, (2) a large number of INTO variables in a SELECT statement being handled by the make_select_stmt function, (3) a large number of arbitrary variables in a SELECT statement being handled by the make_select_stmt function, and (4) a large number of INTO variables in a FETCH statement being handled by the make_fetch_stmt function, a different set of vulnerabilities than CVE-2005-0245.",SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0256,11/10/2017 01:29,02/05/2005 04:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"The wu_fnmatch function in wu_fnmatch.c in wu-ftpd 2.6.1 and 2.6.2 allows remote attackers to cause a denial of service (CPU exhaustion by recursion) via a glob pattern with a large number of * (wildcard) characters, as demonstrated using the dir command.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-0413,11/10/2017 01:29,27/04/2005 04:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"Multiple SQL injection vulnerabilities in MyPHP Forum 1.0 allow remote attackers to execute arbitrary SQL commands via (1) the fid in forum.php, (2) the member parameter in member.php, (3) the email parameter in forgot.php, or (4) the nbuser or nbpass parameters in include.php.  NOTE: it was later reported that vector 2 exists in 3.0 and earlier.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0504,11/10/2017 01:29,14/03/2005 05:00,4.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the MoxaDriverIoctl function for the moxa serial driver (moxa.c) in Linux 2.2.x, 2.4.x, and 2.6.x before 2.6.22 allows local users to execute arbitrary code via a certain modified length value.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0739,11/10/2017 01:29,02/05/2005 04:00,5,189, Numeric Errors,"The IAPP dissector (packet-iapp.c) for Ethereal 0.9.1 to 0.10.9 does not properly use certain routines for formatting strings, which could leave it vulnerable to buffer overflows, as demonstrated using modified length values that are not properly handled by the dissect_pdus and pduval_to_str functions.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-1111,10/10/2017 01:30,04/10/2002 04:00,5,264, Permissions Privileges and Access Controls,"print_all_bug_page.php in Mantis 0.17.3 and earlier does not verify the limit_reporters option, which allows remote attackers to view bug summaries for bugs that would otherwise be restricted.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2004-0273,10/10/2017 01:30,23/11/2004 05:00,9.3,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in RealOne Player, RealOne Player 2.0, and RealOne Enterprise Desktop allows remote attackers to upload arbitrary files via an RMP file that contains .. (dot dot) sequences in a .rjs skin file.",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2004-0276,10/10/2017 01:30,23/11/2004 05:00,5,20, Improper Input Validation,"The get_real_string function in Monkey HTTP Daemon (monkeyd) 0.8.1 and earlier allows remote attackers to cause a denial of service (crash) via an HTTP request with a sequence of ""%"" characters and a missing Host field.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2000-0864,10/10/2017 01:29,14/11/2000 05:00,6.2,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"Race condition in the creation of a Unix domain socket in GNOME esound 0.2.19 and earlier allows a local user to change the permissions of arbitrary files and directories, and gain additional privileges, via a  symlink attack.",NONE,HIGH,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2000-0876,10/10/2017 01:29,14/11/2000 05:00,5,200, Information Exposure,"WFTPD and WFTPD Pro 2.41 RC12 allows remote attackers to obtain the  full pathname of the server via a ""%C"" command, which generates an error message that includes the pathname.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2001-0041,10/10/2017 01:29,16/02/2001 05:00,7.8,399, Resource Management Errors,"Memory leak in Cisco Catalyst 4000, 5000, and 6000 series switches allows remote attackers to cause a denial of service via a series of failed telnet authentication attempts.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2001-0054,10/10/2017 01:29,16/02/2001 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in FTP Serv-U before 2.5i allows remote attackers to escape the FTP root and read arbitrary files by appending a string such as ""/..%20."" to a CD command, a variant of a .. (dot dot) attack.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2001-0427,10/10/2017 01:29,18/06/2001 04:00,7.1,20, Improper Input Validation,"Cisco VPN 3000 series concentrators before 2.5.2(F) allow remote attackers to cause a denial of service via a flood of invalid login requests to (1) the SSL service, or (2) the telnet service, which do not properly disconnect the user after several failed login attempts.",NONE,MEDIUM,NETWORK,COMPLETE,NONE,NONE
CVE-2001-0537,10/10/2017 01:29,21/07/2001 04:00,9.3,287, Improper Authentication,"HTTP server for Cisco IOS 11.3 to 12.2 allows attackers to bypass authentication and execute arbitrary commands, when local authorization is being used, by specifying a high access level in the URL.",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2001-0629,10/10/2017 01:29,14/08/2001 04:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,HP Event Correlation Service (ecsd) as included with OpenView Network Node  Manager 6.1 allows a remote attacker to gain addition privileges via a buffer overflow attack in the '-restore_config' command line parameter.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2001-0803,10/10/2017 01:29,06/12/2001 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the client connection routine of libDtSvc.so.1 in CDE Subprocess Control Service (dtspcd) allows remote attackers to execute arbitrary commands.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2001-0819,10/10/2017 01:29,06/12/2001 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,A buffer overflow in Linux fetchmail before 5.8.6 allows remote attackers to execute arbitrary code via a large 'To:' field in an email header.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-0831,05/10/2017 01:29,17/11/2003 05:00,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"ProFTPD 1.2.7 through 1.2.9rc2 does not properly translate newline characters when transferring files in ASCII mode, which allows remote attackers to execute arbitrary code via a buffer overflow using certain files.",SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2000-1247,29/08/2017 01:29,05/10/2011 02:56,2.1,16, Configuration,"The default configuration of the jserv-status handler in jserv.conf in Apache JServ 1.1.2 includes an ""allow from 127.0.0.1"" line, which allows local users to discover JDBC passwords or other sensitive information via a direct request to the jserv/ URI.",NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2002-2435,29/08/2017 01:29,07/12/2011 19:55,4.3,200, Information Exposure,"The Cascading Style Sheets (CSS) implementation in Microsoft Internet Explorer 8.0 and earlier does not properly handle the :visited pseudo-class, which allows remote attackers to obtain sensitive information about visited web pages via a crafted HTML document, a related issue to CVE-2010-2264.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2436,29/08/2017 01:29,07/12/2011 19:55,4.3,200, Information Exposure,"The Cascading Style Sheets (CSS) implementation in Mozilla Firefox before 4.0, Thunderbird before 3.3, and SeaMonkey before 2.1 does not properly handle the :visited pseudo-class, which allows remote attackers to obtain sensitive information about visited web pages via a crafted HTML document, a related issue to CVE-2010-2264.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1598,29/08/2017 01:29,01/10/2014 14:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in log.header.php in WordPress 0.7 and earlier allows remote attackers to execute arbitrary SQL commands via the posts variable.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1599,29/08/2017 01:29,27/10/2014 20:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in wp-links/links.all.php in WordPress 0.70 allows remote attackers to execute arbitrary PHP code via a URL in the $abspath variable.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2001-1586,17/08/2017 01:29,12/02/2010 21:30,10,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in SimpleServer:WWW 1.13 and earlier allows remote attackers to execute arbitrary programs via encoded ../ (""%2E%2E%2F%"") sequences in a request to the cgi-bin/ directory, a different vulnerability than CVE-2000-0664.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2283,17/08/2017 01:29,31/12/2002 05:00,1.9,264, Permissions Privileges and Access Controls,"Microsoft Windows XP with Fast User Switching (FUS) enabled does not remove the ""show processes from all users"" privilege when the user is removed from the administrator group, which allows that user to view processes of other users.",NONE,MEDIUM,LOCAL,NONE,PARTIAL,NONE
CVE-2003-1570,17/08/2017 01:29,31/03/2009 18:24,3.5,287, Improper Authentication,"The server in IBM Tivoli Storage Manager (TSM) 5.1.x, 5.2.x before 5.2.1.2, and 6.x before 6.1 does not require credentials to observe the server console in some circumstances, which allows remote authenticated administrators to monitor server operations by establishing a console mode session, related to ""session exposure.""",SINGLE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1573,17/08/2017 01:29,01/06/2009 22:30,10,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"The PointBase 4.6 database component in the J2EE 1.4 reference implementation (J2EE/RI) allows remote attackers to execute arbitrary programs, conduct a denial of service, and obtain sensitive information via a crafted SQL statement, related to ""inadequate security settings and library bugs in sun.* and org.apache.* packages.""",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1574,17/08/2017 01:29,24/08/2009 10:30,7.5,287, Improper Authentication,"TikiWiki 1.6.1 allows remote attackers to bypass authentication by entering a valid username with an arbitrary password, possibly related to the Internet Explorer ""Remember Me"" feature.  NOTE: some of these details are obtained from third party information.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1577,17/08/2017 01:29,05/02/2010 22:30,2.6,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Sun ONE (aka iPlanet) Web Server 4.1 through SP12 and 6.0 through SP5, when DNS resolution is enabled for client IP addresses, allows remote attackers to inject arbitrary text into log files, and conduct cross-site scripting (XSS) attacks involving the iPlanet Log Analyzer, via an HTTP request in conjunction with a crafted DNS response, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue, a different vulnerability than CVE-2002-1315 and CVE-2002-1316.",NONE,HIGH,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1583,17/08/2017 01:29,05/02/2010 22:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in WebTrends allows remote attackers to inject arbitrary web script or HTML via a crafted client domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1584,17/08/2017 01:29,05/02/2010 22:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in SurfStats allows remote attackers to inject arbitrary web script or HTML via a crafted client domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1585,17/08/2017 01:29,05/02/2010 22:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in WebLogExpert allows remote attackers to inject arbitrary web script or HTML via a crafted client domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1586,17/08/2017 01:29,05/02/2010 22:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in WebExpert allows remote attackers to inject arbitrary web script or HTML via a crafted User-Agent HTTP header.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1587,17/08/2017 01:29,05/02/2010 22:30,5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in LoganPro allows remote attackers to inject arbitrary web script or HTML via a crafted User-Agent HTTP header.,NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1588,17/08/2017 01:29,08/02/2010 20:30,1.9,255, Credentials Management,"Sun Cluster 2.2, when HA-Oracle or HA-Sybase DBMS services are used, stores database credentials in cleartext in a cluster configuration file, which allows local users to obtain sensitive information by reading this file.",NONE,MEDIUM,LOCAL,NONE,PARTIAL,NONE
CVE-2004-2768,17/08/2017 01:29,08/06/2010 18:30,7.2,264, Permissions Privileges and Access Controls,"dpkg 1.9.21 does not properly reset the metadata of a file during replacement of the file in a package upgrade, which might allow local users to gain privileges by creating a hard link to a vulnerable (1) setuid file, (2) setgid file, or (3) device, a related issue to CVE-2010-2059.",NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1543,08/08/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in Bajie Http Web Server 0.95zxe, 0.95zxc, and possibly others, allows remote attackers to inject arbitrary web script or HTML via the query string, which is reflected in an error message.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1546,08/08/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in gbook.php in Filebased guestbook 1.1.3 allows remote attackers to inject arbitrary web script or HTML via the comment section.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1550,08/08/2017 01:29,31/12/2003 05:00,5,200, Information Exposure,"XOOPS 2.0, and possibly earlier versions, allows remote attackers to obtain sensitive information via an invalid xoopsOption parameter, which reveals the installation path in an error message.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1566,08/08/2017 01:29,15/01/2009 00:30,5,16, Configuration,"Microsoft Internet Information Services (IIS) 5.0 does not log requests that use the TRACK method, which allows remote attackers to obtain sensitive information without detection.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2001-1584,29/07/2017 01:29,31/12/2001 05:00,7.5,20, Improper Input Validation,CardBoard 2.4 greeting card CGI by Michael Barretto allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient field.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2001-1585,29/07/2017 01:29,31/12/2001 05:00,6.8,287, Improper Authentication,"SSH protocol 2 (aka SSH-2) public key authentication in the development snapshot of OpenSSH 2.3.1, available from 2001-01-18 through 2001-02-08, does not perform a challenge-response step to ensure that the client has the proper private key, which allows remote attackers to bypass authentication as other users by supplying a public key from that user's authorized_keys file.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2226,29/07/2017 01:29,31/12/2002 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in tftpd of TFTP32 2.21 and earlier allows remote attackers to execute arbitrary code via a long filename argument.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2227,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer underflow in ssldump 0.9b2 and earlier allows remote attackers to cause a denial of service (memory corruption) via a crafted SSLv2 challenge value.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2231,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Ikonboard 3.1.1 allows remote attackers to inject arbitrary web script or HTML via (1) a javascript: URL in a photo URL or (2) an X-Forwarded-For: header.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2233,29/07/2017 01:29,31/12/2002 05:00,8.3,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in Enceladus Server Suite 3.9 allows remote attackers to list arbitrary directories and possibly cause a denial of service via ""@"" (at) characters in a CD (CWD) command, such as (1) ""@/....\"", (2) ""@@@/..c:\"", or (3) ""@/..@/.."".",NONE,MEDIUM,NETWORK,COMPLETE,PARTIAL,PARTIAL
CVE-2002-2237,29/07/2017 01:29,31/12/2002 05:00,5,20, Improper Input Validation,tftp32 TFTP server 2.21 and earlier allows remote attackers to cause a denial of service via a GET request with a DOS device name such as com1 or aux.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2238,29/07/2017 01:29,31/12/2002 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in the Kunani ODBC FTP Server 1.0.10 allows remote attackers to read arbitrary files via a ""..\"" (dot dot backslash) in a GET request.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2239,29/07/2017 01:29,31/12/2002 05:00,7.8,20, Improper Input Validation,The Cisco Optical Service Module (OSM) for the Catalyst 6500 and 7600 series running Cisco IOS 12.1(8)E through 12.1(13.4)E allows remote attackers to cause a denial of service (hang) via a malformed packet.,NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2002-2240,29/07/2017 01:29,31/12/2002 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in MyServer 0.11 and 0.2 allows remote attackers to read arbitrary files via a "".."" (dot dot) in an HTTP GET request.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2241,29/07/2017 01:29,31/12/2002 05:00,5,399, Resource Management Errors,Buffer overflow in httpd32.exe in Deerfield VisNetic WebSite before 3.5.15 allows remote attackers to cause a denial of service (crash) via a long HTTP OPTIONS request.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2242,29/07/2017 01:29,31/12/2002 05:00,6.4,264, Permissions Privileges and Access Controls,"The Apple Package Manager in KisMAC 0.02a and earlier modifies file permissions of sensitive files after installation, which could allow attackers to conduct unauthorized activities on those files.",NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2002-2244,29/07/2017 01:29,31/12/2002 05:00,2.1,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"Akfingerd 0.5 and earlier versions allow local users to cause a denial of service (crash) via a .plan with a symlink to /dev/urandom or other device, then disconnecting while data is being transferred, which causes a SIGPIPE error that Akfingerd cannot handle.",NONE,LOW,LOCAL,PARTIAL,NONE,NONE
CVE-2002-2246,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in VisNetic Website before 3.5.15 allows remote attackers to inject arbitrary web script or HTML via the HTTP referer header (HTTP_REFERER) to a non-existent page, which is injected into the resulting 404 error page.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2247,29/07/2017 01:29,31/12/2002 05:00,5,16, Configuration,"The administrator/phpinfo.php script in Mambo Site Server 4.0.11 allows remote attackers to obtain sensitive information such as the full web root path via phpinfo.php, which calls the phpinfo function.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2248,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the sun.awt.windows.WDefaultFontCharset Java class implementation in Netscape 4.0 allows remote attackers to execute arbitrary code via an applet that calls the WDefaultFontCharset constructor with a long string and invokes the canConvert method.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2249,29/07/2017 01:29,31/12/2002 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),"PHP remote file inclusion vulnerability in News Evolution 2.0 allows remote attackers to execute arbitrary PHP commands via the neurl parameter to (1) backend.php, (2) screen.php, or (3) admin/modules/comment.php.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2250,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Multiple buffer overflows in Sybase Adaptive Server 12.0 and 12.5 allow remote attackers to execute arbitrary code via (1) a long parameter to the xp_freedll extended stored procedure or (2) a long database name argument to the DBCC CHECKVERIFY function.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2251,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the changevalue function in libcgi.h for Marcos Luiz Onisto Lib CGI 0.1 allows remote attackers to execute arbitrary code via a long argument.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2252,29/07/2017 01:29,31/12/2002 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in auth.inc.php in Thatware 0.5.0 and earlier allows remote attackers to execute arbitrary SQL commands via a base64-encoded user parameter.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2253,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple buffer overflows in Cyrus Sieve / libSieve 2.1.2 and earlier allow remote attackers to execute arbitrary code via (1) a long header name, (2) a long IMAP flag, or (3) a script that generates a large number of errors that overflow the resulting error string.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2254,29/07/2017 01:29,31/12/2002 05:00,2.1,264, Permissions Privileges and Access Controls,"The experimental IP packet queuing feature in Netfilter / IPTables in Linux kernel 2.4 up to 2.4.19 and 2.5 up to 2.5.31, when a privileged process exits and network traffic is not being queued, may allow a later process with the same Process ID (PID) to access certain network traffic that would otherwise be restricted.",NONE,LOW,LOCAL,NONE,NONE,PARTIAL
CVE-2002-2255,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in search.php in phpBB 2.0.3 and possibly earlier versions allows remote attackers to inject arbitrary web script or HTML via the search_username parameter in searchuser mode.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2256,29/07/2017 01:29,31/12/2002 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in pWins Webserver 0.2.5 and earlier allows remote attackers to read arbitrary files via Unicode characters.,NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2257,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Stack-based buffer overflow in the parse_field function in cgi_lib.c for LIBCGI 1.0.2 and 1.0.3 allows remote attackers to execute arbitrary code via a long argument.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2258,29/07/2017 01:29,31/12/2002 05:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Moby NetSuite allows remote attackers to cause a denial of service (crash) via an HTTP POST request with a (1) large integer or (2) non-numeric value in the Content-Length header, which causes an access violation after a failed atoi function call.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2259,29/07/2017 01:29,31/12/2002 05:00,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the French documentation patch for Gnuplot 3.7 in SuSE Linux before 8.0 allows local users to execute arbitrary code as root via unknown attack vectors.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2260,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in the quips feature in Mozilla Bugzilla 2.10 through 2.17 allows remote attackers to inject arbitrary web script or HTML via the ""show all quips"" page.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2263,29/07/2017 01:29,31/12/2002 05:00,6.6,16, Configuration,"The installation program for HP-UX Visualize Conference B.11.00.11 running on HP-UX 11.00 and 11.11 installs /etc/dt and its subdirecties with insecure permissions, which allows local users to read or write arbitrary files.",NONE,LOW,LOCAL,NONE,COMPLETE,COMPLETE
